c1_id,c1_code,c1_name,c1_domain,c1_class,c2_id,c2_code,c2_name,c2_domain,c2_class
37558691,127523,Docetaxel and Bevacizumab-maly,Regimen,Regimen,42542290,30910,EGFR Non-small cell lung cancer,Condition,Condition
37558692,127524,Cyclophosphamide and Epirubicin (EC) and Bevacizumab-maly,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558693,127525,FAC and Bevacizumab-maly,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558694,127526,FEC and Bevacizumab-maly,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558695,127527,Paclitaxel and Bevacizumab-maly,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558695,127527,Paclitaxel and Bevacizumab-maly,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558695,127527,Paclitaxel and Bevacizumab-maly,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558696,127528,"Paclitaxel, nanoparticle albumin-bound and Bevacizumab-maly",Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558697,127529,Doxorubicin and Bevacizumab-maly,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558698,127530,Gemcitabine and Bevacizumab-maly,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558699,127531,Non-pegylated liposomal doxorubicin and Bevacizumab-maly,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558700,127532,Pegylated liposomal doxorubicin and Bevacizumab-maly,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558700,127532,Pegylated liposomal doxorubicin and Bevacizumab-maly,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558701,127533,Vinorelbine and Bevacizumab-maly,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558702,127534,Erlotinib and Bevacizumab-maly,Regimen,Regimen,1525079,60013,Clear cell renal cell carcinoma,Condition,Condition
37558702,127534,Erlotinib and Bevacizumab-maly,Regimen,Regimen,42542128,554,Carcinoma of unknown primary,Condition,Condition
37558702,127534,Erlotinib and Bevacizumab-maly,Regimen,Regimen,42542153,580,Cholangiocarcinoma,Condition,Condition
37558702,127534,Erlotinib and Bevacizumab-maly,Regimen,Regimen,42542170,600,Gallbladder cancer,Condition,Condition
37558702,127534,Erlotinib and Bevacizumab-maly,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
37558702,127534,Erlotinib and Bevacizumab-maly,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558702,127534,Erlotinib and Bevacizumab-maly,Regimen,Regimen,42542229,660,Renal cell carcinoma,Condition,Condition
37558702,127534,Erlotinib and Bevacizumab-maly,Regimen,Regimen,42542290,30910,EGFR Non-small cell lung cancer,Condition,Condition
37558703,127535,Carboplatin and Paclitaxel (CP) and Bevacizumab-maly,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558703,127535,Carboplatin and Paclitaxel (CP) and Bevacizumab-maly,Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558703,127535,Carboplatin and Paclitaxel (CP) and Bevacizumab-maly,Regimen,Regimen,42542199,629,Melanoma,Condition,Condition
37558703,127535,Carboplatin and Paclitaxel (CP) and Bevacizumab-maly,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558703,127535,Carboplatin and Paclitaxel (CP) and Bevacizumab-maly,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558704,127536,"Carboplatin and Paclitaxel (CP), Bevacizumab-maly, Pembrolizumab",Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558705,127537,Cisplatin and Paclitaxel (TP) and Bevacizumab-maly,Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558705,127537,Cisplatin and Paclitaxel (TP) and Bevacizumab-maly,Regimen,Regimen,42542163,593,Endometrial cancer,Condition,Condition
37558706,127538,"Cisplatin and Paclitaxel (TP), Bevacizumab-maly, Pembrolizumab",Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558707,127539,"Paclitaxel, Topotecan, Bevacizumab-maly",Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558708,127540,GEMOX-B (bevacizumab-maly),Regimen,Regimen,42542153,580,Cholangiocarcinoma,Condition,Condition
37558708,127540,GEMOX-B (bevacizumab-maly),Regimen,Regimen,42542170,600,Gallbladder cancer,Condition,Condition
37558709,127541,mFOLFOX6-B (bevacizumab-maly),Regimen,Regimen,905773,63797,MSI-H Colorectal cancer,Condition,Condition
37558709,127541,mFOLFOX6-B (bevacizumab-maly),Regimen,Regimen,42542158,585,Colon cancer,Condition,Condition
37558709,127541,mFOLFOX6-B (bevacizumab-maly),Regimen,Regimen,42542272,15186,RAS Colorectal cancer,Condition,Condition
37558709,127541,mFOLFOX6-B (bevacizumab-maly),Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558710,127542,FOLFIRI and Bevacizumab-maly,Regimen,Regimen,905773,63797,MSI-H Colorectal cancer,Condition,Condition
37558710,127542,FOLFIRI and Bevacizumab-maly,Regimen,Regimen,42542272,15186,RAS Colorectal cancer,Condition,Condition
37558710,127542,FOLFIRI and Bevacizumab-maly,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558711,127543,CapeOx and Bevacizumab-maly,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
37558711,127543,CapeOx and Bevacizumab-maly,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558712,127544,CAPIRI-Bev (bevacizumab-maly),Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558713,127545,FOLFIRI and Bevacizumab-maly (L-Leucovorin),Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558714,127546,FOLFIRINOX and Bevacizumab-maly,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558715,127547,FOLFIRINOX and Bevacizumab-maly (L-Leucovorin),Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558716,127548,FOLFOX4 and Bevacizumab-maly,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558717,127549,mFOLFOX6-B (L-Leucovorin) (bevacizumab-maly),Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558718,127550,IFL and Bevacizumab-maly,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558719,127551,IRIS and Bevacizumab-maly,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558720,127552,SOX and Bevacizumab-maly,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558721,127553,Fluorouracil and Bevacizumab-maly,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558722,127554,FULV and Bevacizumab-maly,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558723,127555,Trifluridine and tipiracil and Bevacizumab-maly,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558724,127556,Bevacizumab-maly and Rituximab,Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37558725,127557,mDCF and Bevacizumab-maly,Regimen,Regimen,42542171,601,Gastric cancer,Condition,Condition
37558726,127558,Bevacizumab-maly and RT,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
37558727,127559,Lomustine and Bevacizumab-maly,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
37558728,127560,Atezolizumab and Bevacizumab-maly,Regimen,Regimen,1525152,68878,Malignant peritoneal mesothelioma,Condition,Condition
37558728,127560,Atezolizumab and Bevacizumab-maly,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
37558728,127560,Atezolizumab and Bevacizumab-maly,Regimen,Regimen,42542229,660,Renal cell carcinoma,Condition,Condition
37558729,127561,"Carboplatin, Pemetrexed, Bevacizumab-maly",Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558729,127561,"Carboplatin, Pemetrexed, Bevacizumab-maly",Regimen,Regimen,1525153,68879,Malignant pleural mesothelioma,Condition,Condition
37558729,127561,"Carboplatin, Pemetrexed, Bevacizumab-maly",Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558730,127897,CFAR (rituximab-arrx),Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37558731,127562,"Cisplatin, Pemetrexed, Bevacizumab-maly",Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558731,127562,"Cisplatin, Pemetrexed, Bevacizumab-maly",Regimen,Regimen,1525153,68879,Malignant pleural mesothelioma,Condition,Condition
37558732,127563,ABC (bevacizumab-maly),Regimen,Regimen,42542199,629,Melanoma,Condition,Condition
37558733,127564,Temozolomide and Bevacizumab-maly,Regimen,Regimen,42542199,629,Melanoma,Condition,Condition
37558733,127564,Temozolomide and Bevacizumab-maly,Regimen,Regimen,42542216,647,Pancreatic NET,Condition,Condition
37558734,127565,Afatinib and Bevacizumab-maly,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558734,127565,Afatinib and Bevacizumab-maly,Regimen,Regimen,42542290,30910,EGFR Non-small cell lung cancer,Condition,Condition
37558735,127566,ABCP (bevacizumab-maly),Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558735,127566,ABCP (bevacizumab-maly),Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558735,127566,ABCP (bevacizumab-maly),Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558735,127566,ABCP (bevacizumab-maly),Regimen,Regimen,42542290,30910,EGFR Non-small cell lung cancer,Condition,Condition
37558736,127567,"Carboplatin and Paclitaxel (CP), Bevacizumab-maly, Nivolumab",Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558737,127568,Cisplatin and Gemcitabine (GC) and Bevacizumab-maly,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558737,127568,Cisplatin and Gemcitabine (GC) and Bevacizumab-maly,Regimen,Regimen,37558276,126044,Urothelial carcinoma,Condition,Condition
37558738,127569,Pemetrexed and Bevacizumab-maly,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558738,127569,Pemetrexed and Bevacizumab-maly,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558739,127570,Olaparib and Bevacizumab-maly,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558739,127570,Olaparib and Bevacizumab-maly,Regimen,Regimen,42542421,53793,HRD Ovarian cancer,Condition,Condition
37558740,127571,"Carboplatin, Pegylated liposomal doxorubicin, Bevacizumab-maly",Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558741,127572,Carboplatin and Gemcitabine (GCb) and Bevacizumab-maly,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558742,127573,Topotecan and Bevacizumab-maly,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558743,127574,Bevacizumab-maly and Interferon alfa-2a,Regimen,Regimen,1525079,60013,Clear cell renal cell carcinoma,Condition,Condition
37558743,127574,Bevacizumab-maly and Interferon alfa-2a,Regimen,Regimen,42542229,660,Renal cell carcinoma,Condition,Condition
37558744,127575,Carboplatin and Etoposide (CE) and Bevacizumab-maly,Regimen,Regimen,42542234,666,Small cell lung cancer,Condition,Condition
37558745,127576,Cisplatin and Etoposide (EP) and Bevacizumab-maly,Regimen,Regimen,42542234,666,Small cell lung cancer,Condition,Condition
37558752,127583,Oxaliplatin and Bevacizumab-maly,Regimen,Regimen,42542239,671,Testicular cancer,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,1525079,60013,Clear cell renal cell carcinoma,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,37557265,116594,Angiosarcoma,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,42542133,559,Anaplastic glioma,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,42542163,593,Endometrial cancer,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,42542199,629,Melanoma,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,42542229,660,Renal cell carcinoma,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,42542234,666,Small cell lung cancer,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,42542272,15186,RAS Colorectal cancer,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,42542421,53793,HRD Ovarian cancer,Condition,Condition
37558754,127585,Bevacizumab-onbe monotherapy,Regimen,Regimen,42542431,54036,Kaposi sarcoma,Condition,Condition
37558755,127586,Carboplatin and Bevacizumab-onbe,Regimen,Regimen,42542133,559,Anaplastic glioma,Condition,Condition
37558755,127586,Carboplatin and Bevacizumab-onbe,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
37558756,127587,Irinotecan and Bevacizumab-onbe,Regimen,Regimen,42542133,559,Anaplastic glioma,Condition,Condition
37558756,127587,Irinotecan and Bevacizumab-onbe,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
37558757,127588,Letrozole and Bevacizumab-onbe,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558757,127588,Letrozole and Bevacizumab-onbe,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
37558758,127589,"Capecitabine, Bevacizumab-onbe, Trastuzumab",Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558758,127589,"Capecitabine, Bevacizumab-onbe, Trastuzumab",Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
37558759,127590,EC-D and Bevacizumab-onbe,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558759,127590,EC-D and Bevacizumab-onbe,Regimen,Regimen,42542269,9786,TNBC Breast cancer,Condition,Condition
37558760,127591,Cisplatin and Bevacizumab-onbe,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558760,127591,Cisplatin and Bevacizumab-onbe,Regimen,Regimen,42542269,9786,TNBC Breast cancer,Condition,Condition
37558761,127592,Bevacizumab-onbe-containing therapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558761,127592,Bevacizumab-onbe-containing therapy,Regimen,Regimen,42542269,9786,TNBC Breast cancer,Condition,Condition
37558762,127593,D-AC+Bev (bevacizumab-onbe),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558763,127594,D-FEC+Bev (bevacizumab-onbe),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558764,127595,Cyclophosphamide and Doxorubicin (AC) and Bevacizumab-onbe,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558765,127596,Capecitabine and Bevacizumab-onbe,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558765,127596,Capecitabine and Bevacizumab-onbe,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
37558765,127596,Capecitabine and Bevacizumab-onbe,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558766,127597,Docetaxel and Bevacizumab-onbe,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558766,127597,Docetaxel and Bevacizumab-onbe,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558766,127597,Docetaxel and Bevacizumab-onbe,Regimen,Regimen,42542290,30910,EGFR Non-small cell lung cancer,Condition,Condition
37558767,127598,Cyclophosphamide and Epirubicin (EC) and Bevacizumab-onbe,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558768,127599,FAC and Bevacizumab-onbe,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558769,127600,FEC and Bevacizumab-onbe,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558770,127601,Paclitaxel and Bevacizumab-onbe,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558770,127601,Paclitaxel and Bevacizumab-onbe,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558770,127601,Paclitaxel and Bevacizumab-onbe,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558771,127602,"Paclitaxel, nanoparticle albumin-bound and Bevacizumab-onbe",Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558772,127603,Doxorubicin and Bevacizumab-onbe,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558773,127604,Gemcitabine and Bevacizumab-onbe,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558774,127605,Non-pegylated liposomal doxorubicin and Bevacizumab-onbe,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558775,127606,Pegylated liposomal doxorubicin and Bevacizumab-onbe,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558775,127606,Pegylated liposomal doxorubicin and Bevacizumab-onbe,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558776,127607,Vinorelbine and Bevacizumab-onbe,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558777,127608,Erlotinib and Bevacizumab-onbe,Regimen,Regimen,1525079,60013,Clear cell renal cell carcinoma,Condition,Condition
37558777,127608,Erlotinib and Bevacizumab-onbe,Regimen,Regimen,42542128,554,Carcinoma of unknown primary,Condition,Condition
37558777,127608,Erlotinib and Bevacizumab-onbe,Regimen,Regimen,42542153,580,Cholangiocarcinoma,Condition,Condition
